name,ilosc_patentow
PALAMARCZYK GRAZYNA,2
GRZANKA SZYMON,2
WENCLAW MARTA,2
ELIASZ JACEK,2
KEPSKI ROMAN,2
ZIEMIANSKI MR,2
ZIELINSKA-JUREK ANNA,7
SOZANSKA MARIA,2
KOWALAK KRZYSZTOF,2
SULIKOVSKI DANIEHL,2
TOPCZEWSKI LUKASZ,2
KARASKIEWICZ ANDRZEJ,2
BORYSIAK SLAWOMIR,2
SERKOWSKI STANISLAS,2
ZUKOWSKA GRAZYNA,9
BOHDAN LUKASZ,2
ESSLER WLADYSLAW,2
STARON JAKUB,2
DYREK MICHAL,2
DALEK MIROSLAW,2
SALWA JERZY,2
PILCH-PITERA BARBARA,2
SZROM MARCIN,2
GASIOREK DAMIAN,4
CZECH-POLAK JUSTYNA,2
BIGOS ARKADIUSZ,2
GAWDA KONRAD,2
SLUPKOWSKI TADEUSZ,2
KONOPKO IGOR,2
KAMUSINSKI WLADYSLAW,2
MARECZEK MICHAL,2
NOWAK MIROSLAW,2
ZIECINA PAWEL,2
DZIKOWSKA ILONA,2
ZAMARSKI ANDRZEJ,2
SNIECIKOWSKI ANDRZEJ,2
ROZBICKI JAN,2
GAJDA BOGDAN,2
ZIEMIANOWICZ KRZYSZTOF,2
GAWDZIK BARBARA,2
GORAL JAN,2
MUSIAL PIOTR,2
WYSZOWSKI ADAM,2
SZADOWSKI JERZY,5
BRUSZEWSKI STANISLAW,2
BLACHNIO TOMASZ,2
RUTTMAR IGOR,2
SIKORA BOGUSLAW,2
KLUTZ S,2
GROCHAL TADEUSZ,2
RUTKOWSKI LUKASZ,2
SKOWRONSKI RYSZARD,2
KOWALEWSKA KATARZYNA,2
SKALBANI WOJCIECH,2
MALICKI STAVOMIR,2
SICINSKI RAFALE,2
SROKA-OLEKSIAK AGNIESZKA,2
GODLEWSKI PAWEL,6
MALYS MARCIN,2
SAMP KRYSTIAN,2
GIERSZEWSKI MICHAL,2
LOSTER MONIKA,2
GEBIK PIOTR,2
DAWIDOWICZ HENRYK,2
KOMOROWSKI JERZY,2
GAWDZINSKA KATARZYNA,2
LESZCZYNSKI MICHAD,2
WNEK KRZYSZTOF,2
WESELUCHA-BIRCZYNSKA ALEKSANDRA,2
GANCARCZYK PIOTR,2
KOSIK KAMIL,2
CWAJNA JAN,2
KONIECZNY MAREK,9
DENDEK CEZARY,2
BARANOWSKI BARTOSZ,2
NARWOJSZ MICHAL,2
SZWEDA PIOTR,2
RABCHAK IRENEUSH,2
KARASZEWSKI WALDEMAR,2
KOPACZEL ROBERT,2
NIEWIECZERZAL SZYMON,8
RZEZNICZAK TOMASZ,2
PUSTOLA JERZY,2
PRUS EUGENIUSZ,2
PAPROCKI MARCIN,7
KAMINSKI ROMAN,2
KUSZEWSKI ADAM,2
DUTKIEWICZ WLODZIMIERZ,2
LESKI SZYMON,2
MIELICKI LUKASZ,2
GDULEWICZ-GRUSZECKA GEB,2
BRUZI KRZYSZTOF,2
KALETA MARIA,2
WLADYKA BENEDYKT,2
PAWALEC IZABELA,2
HERYAN ANDRZEJ,4
MICHALAK TOMASZ,2
WLIZLO IRENEUSZ,2
SKROBACZ DOMINIK,2
KLUSKA ANNA,2
PURA-PAWLIKOWSKA PAULINA,2
PINAR ANNA,2
KRZYWIECKI LUKASZ,2
GASZYNSKI STANISLAW,2
CHRUSCIEL ROMUALD,2
GRUNT MAREK,2
KOSAKOWSKI JAROSLAW,4
WYSIECKI MIECZYSLAW,2
TRELLA PAWEL,2
CHMIELEWSKI CEZARY,2
SIEWRUK ARTUR,2
HEJCHMAN ELZBIETA,2
MALEWSKI TADEUSZ,2
WIETECHA JUSTYNA,2
RASINSKI PAWEL,2
DZIERZEGA JAROSLAW,6
ULAK FRANCISZEK,7
TOMALAK MAREK,2
WEGNER SLAWOMIR,2
RUDNY TOMASZ,2
PAJAK ANDRZEJ,2
LOGWINIENKO ROMAN,2
MILCZAREK MAGDALENA,2
BENKE GRZEGORZ,2
KAWALEC ANDRZRJ,2
KOROTKO JAKUB,2
MADERA MICHAL,2
HLOZEK PAWEL,2
RATAJCZYK BARBARA,5
BRZEZINSKI MARCIN,2
BAJDA PIOTR,5
WACKOWSKI JANUSZ,2
ZIELINSKI GRZEGORZ,2
BUCZKOWSKI JAKUB,2
PIWOWARSKI WIESLAW,2
HAASE JOLANTA,2
PRZYBYSZ ZDZISLAW,2
NOWAK ZYGMUT,2
CIESLAK MARIAN,4
KRZYSKOW ALFRED,2
SITARZ BOGDAN,2
HOFFMANN ELZBIETA,2
STANISLAWSKI GERARD,2
KOZIEN JAN,2
PODSEDEK ANNA,2
LAPINSKI MARIUSZ,2
SZULC WOJCIECH,2
ZIELONKA KAROL,2
MROZOWSKI JAN,2
KOWALSKI BARTLOMIEJ,2
MACURA SZYMON,14
BIELINSKI DARIUSZ,2
DULAK JOZEF,4
SZALA JANUSZ,2
GWOREK WIKTOR,2
GAJEK MARCIN,2
LEW BOGUSLAW,2
KOCIEL PIOTR,4
HANDZLIK JADWIGA,2
PUSCIAN ALICJA,2
PILAS BOGDAN,2
WROBLEWSKI MIROSDAW,2
ZAJAC JAN,7
DABROWSKI WLADYSLAW,2
KACHMARSKA KHANNA,2
CZESLAW SKIERBISZEWSKI,2
TREDAK PRZEMYSLAW,2
BORZESTOWSKI MAREK,2
RADOSZ BRONISLAW,2
BARTON PIOTR,2
PACIOREK PATRYCJA,2
PAGOWSKI WITOLD,2
LATOWSKI DARIUSZ,2
POSKROBKO MR,2
OKNINSKI ROMAN,2
MUSIOL GRZEGORZ,2
RUDZINSKI BOGDAN,6
BRACHE PAWEL,2
JACKIEWICZ WALDEMAR,2
KORCZAK ANDRZEJ,2
DROZD JAROSLAW,6
PILAT MACIEJ,2
ZIELINSKI LUKASZ,2
JAREMEK KHENRIK,2
MACIEJNY ADOLF,2
ALBINSKA JADWIGA,5
SERAFIN IRMINA,2
BIAZIK ANDRZEIJ,2
JURCZAK WOJCIECH,2
LASIEWICZ BARTOSZ,2
SKWARCZYNSKA AGATA,2
NOWICKI MICHAL,2
KASZOWSKA MARTA,2
DETKO LUKASZ,2
GOTTER ZBIGNIEW,2
MIKOLAJCZYK TOMASZ,2
WOLEJSZA PIOTR,2
KRUKOWSKA-FULDE BARBARA,2
LABEDA ZDZISLAW,2
SKROBOTOWICZ PIOTR,2
KHANDEREK ADAM,2
CHWASTEK RAFAL,2
MACIEJEWSKI HENRYK,2
SLABISZ ANDRZEJ,2
BIALOTA MARIA,2
KACZYNSKI PAWEL,2
WOWRO KONRAD,2
JAKUBOWSKI JAN,2
BIENKOWSKI JERZY,2
GROMAN ALEKSANDRA,2
RUDZ WIESLAW,2
ZAWADZKA MARTA,2
SZELC JANUSZ,2
WAWRZYNIAK MAREK,2
WITT KATARZYNA,2
STANISLAWSKI PIOTR,2
STEPIEN PAWEL,2
SZYMANSKI KRZYSZTOF,8
STRUCK-LEWICKA WIKTORIA,2
ANDZHEJ TS,2
WOJCIECHOWSKA HANNA,2
DEPKA STANISLAW,2
KOPYCKI WLODZIMIERZ,2
OSIKA MIROSLAW,2
CIESLIK WLADYSLAW,2
ZACNY EDWARD,5
GRZYWA E,2
RADZIKOWSKI CZESLAW,12
ZMUDKA STANISLAW,2
STANASZEK GRZEGORZ,2
GLOWALA KAZIMIERZ,2
OLCZAK DAMIAN,2
PARYS GRZEGORZ,2
KOLCZYK ZYGMUNT,2
KROL WOJCIECH,4
STUDENCKI JERZY,5
KOPCZYNSKI MARIAN,2
DMOWSKA EWA,2
BEDNAREK ANDRZEJ,2
NAJMOWICZ ZENON,2
FIGARSKI RADOS,2
BIS MARCIN,2
SKIERMAN PIOTR,2
WIECZORKOWSKA MARZENA,2
BORYS JERZY,2
KRUEGER MR,2
CIOLKOWSKI GRZEGORZ,2
KOTAS ANTONI,9
KRZYSLAK PIOTR,2
BUKOWSKI MICHAL,2
WITKIEWICZ ZYGFRYD,2
KOKOCINSKI MACIEJ,2
BUGAJ MARTA,2
STENCEL LESZEK,2
KOSTORZ NORBERT,2
SIWEK ALEKSANDER,2
GAWIN RAFAL,10
MASLON ADAM,2
STEFANSKIJ ADAM,2
OBUCHOWSKI MICHAL,5
KHLOPITSKIJ STEFAN,2
TKACZ ADRIAN,2
MACIASZEK ANDRZEJ,2
CZAJKOWSKI MARCIN,2
PILARCZYK MICHAL,2
POPLAVSKI VOJTSEKH,2
BIENIASZEWSKI PIOTR,2
MODLINSKI JACEK,2
GARBAT KATARZYNA,2
BOROSMAJEWSKA JOANNA,2
OPALINSKA TERESA,2
SCHAB JAKUB,2
KUCIA MACIEJ,2
KITSKO-VALCHAK EVA,2
BLASIAK EUGENIUSZ,5
KNAPSKA EWELINA,2
SZKLARZEWICZ JANUSZ,2
NIEMCZYK PAWE,2
KILAR EWA,7
MARCHLEWSKI KAZIMIERZ,2
GORA JAROSLAW,2
ZIELENOW KRZYSZTOF,2
JELEN FILIP,5
WAWROCKI KRZYZSTOF,2
KURMANN KONRAD,2
GUMIEZNA TERESA,2
ZYSK MARIUSZ,2
NOWACKI RUS,2
NIEMOLLER GERD,2
KABALA RYSZARD,2
CADER MACIEJ,2
STUDNICKI CZESDAW,2
DROZDOWSKI ROMAN,2
GAPINSKI CEZARY,5
SOSNOWSKI MACIEJ,2
KARASEK KAZIMIERZ,2
MURA IGNACY,2
PILCH MARCIN,2
CEBULAK MARCIN,2
HEESE TOMASZ,2
RUSIECKI RAFA,2
SIATKOWSKA MALGORZATA,2
CZARNIAK KATARZYNA,2
WDOWIAK KRZYSZTOF,2
KLYUS IGOR,2
POZNIAK TADEUSZ,2
GALWAS BOGUSLAW,2
RAFINSKI ZBIGNIEW,2
TERELAK MARET,2
RACZKA KRZYSZTOF,2
HANDZLIK ADAM,2
WOLSKI LECH,2
RZESNY JAN,2
PAPIERKOWSKI MARCIN,2
BURDA EDYTA,2
KOZUCH ANGELIKA,2
PETER KLOBUKOWSKI,2
ROSZCZYK ROBERT,2
WAWRZYSZAK BARTOSZ,2
KONZAL STANISLAW,2
BLOK ZBIGNIEW,2
TOKARSKI JOZEF,2
DWOROK ROMAN,2
BOGUSLAV POSTEK,2
KURCZAB RAFAL,2
GNIADEK LESZEK,2
SOSNA IRENEUSZ,2
GWIAZDZINSKI PAWEL,15
GRZYMKOWSKI JULIAN,2
PIEKARCZYK WLADYSLAW,2
PRACZUK SANDRA,2
CISLO ROMUALDA,2
DYNAK KRZYSZTOF,2
MURAWSKI MARIUSZ,2
GOTFRYD LESZEK,2
FROMOWITZ PIOTR,2
KACHKOVSKYI GEORGIY,2
POSADOWSKA URSZULA,2
SAWCZAK MIROSLAW,2
CZECH TADEUSZ,2
HOGENDORF AGATA,2
OKONIEWSKI DARIUSZ,2
ZAK LESZEK,2
GRZYB RYSZARD,2
PIATKIEWICZ WOJCIECH,2
BALCEROWIAK MR,2
BRZDEKIEWICZ ARTUR,2
DYBOWSKI JANUSZ,2
LYSINSKI STANISLAW,2
SIUZDAK KATARZYNA,2
HUTNICZAK ANDRZEJ,2
CZECHOWSKI JERZY,2
DARGACZ JOZEF,2
SMICH TOMAS,2
BIEN MARCIN,8
SZYDA JOANNA,2
KROLEWSKI JAROSLAW,2
SWIDER JERZY,2
HELBIN WLADYSLAW,2
BUCHNAJZER MARIUSZ,2
KAKOLEWSKI ANDRZEJ,2
GABIK-CIMINSKA MAGDALENA,2
KRUSZEWSKI ANDRZEJ,2
GOLIMOWSKI JERZY,2
GRAJEK WLODZIMIERZ,2
OBARA ALICJA,2
SZYCHTA MAREK,2
PEKALA OLGIERD,2
OKRASZEWSKI MARCIN,2
KOPKA PIOTR,2
SABINIAK HENRYK,2
KOZAKIEWICZ JANUSZ,2
ZOK PAWEL,2
MAJEWSKI BOGUSLAW,2
WALAWSKA ANETTA,2
CZYKOWSKI DARIUSZ,2
WARDAS ADAM,2
MALINOWSKA MAGDALENA,2
SKRYPLONEK LUKASZ,4
SPYRKA PIOTR,2
KOTLAREK MARTA,2
WIERTEK ARTUR,9
GARMULEWICZ PIOTR,2
PROCYK DARIUSZ,2
KNAGA TADEUSZ,2
PAKULSKI ZBIGNIEW,2
MROZEK WALDEMAR,2
ZYLBERSZTEJN MICHAL,2
BANKOWSKI BARTOSZ,2
TRZASKOMA WITOLD,2
POLCZYNSKI JULIUSZ,2
MR WLADYSLAW,2
SOBCZAK PAWEL,2
GRZELA DAWID,2
DZIALKOWSKI DARIUSZ,2
HYS LECH,2
WITEK DOMINIKA,2
SMYRAK BEATA,2
GOLICHOWSKI ADAM,2
ANDZHEJ LJUPA,2
GIZA LESZEK,2
SKUPINSKA JADWIGA,2
SZKATULA ANTONI,2
KUNICKI MACIEJ,2
SALAMON DOMINIKA,2
DORNA KAZIMIERZ,2
MEDAJ DANIEL,2
SOSINSKI ANDRZEJ,2
BOGUSLAWSKA-WAS ELZBIETA,2
HERKA KATARZYNA,2
FRANCZYK MARCIN,2
PIENKOWSKI KRZYSZTOF,2
JEDYNAK LUKASZ,6
DATA MATEUSZ,2
CHABIERA MIECZYSLAW,2
SARNACKI LUKASZ,2
STACHOWICZ JERZY,2
LENARTOWICZ JACEK,2
NOWICKA ANNA,2
KORCZAK MARIUSZ,2
BOBAK JAKUB,4
KUPIEC ANDRZEJ,2
WIELGUS ANDRZEJ,2
TRELA JOLANTA,2
REJMER WOJCIECH,2
MEDON PIOTR,2
LACH STANISLAW,2
KLOS JACEK,2
KAZHAYEU ULADZIMIR,2
CHMIELECKI CZESLAW,2
ZYCH MARIUSZ,2
RZOSKA JANUSZ,2
WOJTOWICZ TOMASZ,2
LASEK WITOLD,2
LUKASZEWICZ JOSEF,2
DZIALA GABRIELA,2
SLUSARSKI GRZEGORZ,2
TOBOROWICZ ANDZEJ,2
SOWINSKA MARTA,2
RZEPA TADEUSZ,2
KAMINSKA AGNIESZKA,7
ZAK PATRYCJA,15
SZUTOWICZ-ZIELINSKA EWA,2
KLUK ANNA,2
PIKULA MICHAL,2
TOMASIK PAWEL,2
PODHORSKI ADAM,2
POSKROBKO JAN,2
WESOLOWSKI MAREK,2
STULA NORBERT,2
LUKASZCZYK JAN,2
MIKOLAJCZAK JUSTYN,2
SLOTWINSKI RYSZARD,2
OLCZYK KRZYSZTOF,2
FURMAN ANDRZEJ,2
SKALMIERSKI JACEK,2
SLOMKOWSKI JAROSLAW,2
HETMANCZYK MAREK,2
GOZDZIEWINSKI ADAM,2
SZELIGA SLAWOMIR,2
BUXAKOWSKI ANDRZEJ,2
UKLEJEWSKI RYSZARD,2
JESIOLOWSKA ANNA,2
NIESLER SEVERYN,2
KALUS JAN,2
OPOLSKI GRZEGORZ,2
KIELBOWICZ DARIUSZ,2
CZERMAK ADAM,2
KOZLAK PRZEMYSLAW,2
MROZ JERZY,13
EITNER KRYSTIAN,2
TWAROWSKA-SCHMIDT KRYSTYNA,2
ZAWALSKI MAREK,2
GLUC KINGA,2
BOLESLAVSKI ANDZHEJ,2
SZUL MAREK,2
PIETRZYK KAZIMIERZ,2
WEGRZYN RYSZARD,2
HARPULA JAN,7
KURSA ANNA,2
KUROVSKI KSHISHTOF,2
KOZIOL PAWEL,2
DMYTROW IZABELA,2
WRONSKI STANISLAW,4
CHABOCOWSKA KRYSTYNA,2
PLACHETKA JOANNA,2
BIELECKA MONIKA,2
STARZYKOWSKI SLAWOMIR,2
LADA VESLAVA,2
KRUCHEK VLODZIMEZH,2
KSIAZCZAK WALDEMAR,2
NOSAL MARIAN,2
KAMINSKI RAFAL,2
SKOCZYLAS MARCIN,2
KOZLOWSKI KAZIMIERZ,5
HALAMA AGNIESZKA,2
CZYLKOWSKI DARIUSZ,2
WNUK ZDZISLAW,6
BORCHERT MARCIN,2
GAIK MAREK,2
NARBUTT LECH,2
WITEK ADAM,2
WIERZCHOWSKI MARCIN,2
WISNIEWSKA-WEINERT HANNA,2
PELCZARSKI ZYGMUNT,2
GLUC STANISLAW,2
MEZYK PIOTR,2
BRODAWKA LUKASZ,2
PUCHALA GRZEGORZ,2
WOJCICKA ANNA,2
FERUS HANNA,2
SAWICKA-ZUKOWSKA REGINA,2
ZIMA ANETA,2
CHUC-KARMANSKI ARTUR,2
WIELGOSZ MIROSLAW,2
BOCZARSKI RAFAL,2
PALCZYNSKI RYSZARD,2
ZALEWSKA MAGDALENA,2
BARTCZAK TOMASZ,2
GONSIOR MALGORZATA,2
FILIPYAK BOGUMILA,2
LATKOWSKA LONGINA,2
MIGACZ SLAWOMIR,2
NOWAK SYLWIA,2
MIJAL WITOLD,2
ZATORSKI LESZEK,2
KOZLOWSKI MAREK,6
TRZECIAK ZDZISLAW,2
WIACEK MARCIN,2
KLYUS OLEG,2
ZIOMBRA ANNA,5
DOMINIAK ANNA,2
ACHMATOWICZ BARBARA,2
ZDUNEK LECH,2
SZYMANSKI ANDRZEJ,13
PURTAK MARCIN,2
SUCHORSKA WIKTORIA,2
SWIERCZ BARTLOMIEJ,4
NIZIO MAGDALENA,2
KUREK JERZY,2
SROCZYNSKI ANDRZEJ,2
HADDOCK TERENCE,10
PLUTECKI WOJCIECH,2
DOBROWOLSKI PIOTR,2
GIETKA TOMASZ,2
OCHAL ANDRZEJ,2
MALEK KRYSTOF,2
MOSIOLEK STANISLAW,2
KRAWCZYK RAFAL,2
JAROSZ MATEUSZ,2
DUSZCZYK W,2
ANIKIEL KONRAD,2
ZAKOSCIELNY ANTONI,2
WOJCIECHOWSKI TOMASZ,2
ABBAS QAMAR,2
KASPROWICZ GRZEGORZ,2
PAPUGA TADEUSZ,2
PILARCZYK LESZEK,2
GULCZ MICHAL,2
SKORUPA PAWE,2
STOSIEK KARL,2
NAWROCKI HENRYK,2
LISIEWICZ MARCIN,2
SZAFRAN ROMAN,2
KNAPIK SEBASTIAN,2
OFIERZYNSKI MIECZYSLAW,2
HANCZYK MARIUSZ,2
GARBERA KAMIL,2
FLOREK ZENON,2
LISOVSKIJ ANDZHEJ,2
SAWARSKI JERZY,2
MAJOCH MATEUSZ,2
ZMIJEWSKI TOMASZ,2
HANAUSEK PAWEL,2
CZARNECKI MARCIN,2
DAM JAN,2
ROGALEWSKA MARTA,2
WILK KAZIMIERA,2
PLONEZYNSKA MARIA,2
SZOPKA HUBERT,4
PCHELKA FRANCISZEK,2
WILCZEK ARKADIUSZ,2
NABERGOJ TOMAZ,2
TASIEMSKI MARCIN,2
MROZ IZABELA,2
JACHYM BRONISLAW,2
DREWNIAK ADOLF,5
KRZESZOWSKI SEBASTIAN,2
ZUREK JACEK,2
BASZCZOK MALGORZATA,2
KLONOWICZ WOJCIECH,2
DEPTULA ANDZHEJ,2
BROGOWSKI ZYGMUNT,2
PAPIS KRZYSZTOF,2
LOSKA ALBIN,2
CZACZYK KATARZYNA,2
SERRANO-FERNANDES PABLO,2
LICHOTA IRENEUSZ,2
JURECKI RYSZARD,2
SOROKA ARKADIUSZ,2
BANACH PAWEL,2
FIRGANEK BOLESLAW,5
STACHURA MARIUSZ,2
CHROBAK ERYK,2
WASYLUK JACEK,2
WASILEWSKI MARIUSZ,2
STEFANSKI TADEUSZ,2
MASZEWSKA AGNIESZKA,2
KASPRZYK DOMINIK,2
MIKSA KRYSZTOF,2
KONIECZNA JADWIGA,2
JEDRZEJEWSKI TOMASZ,2
ZALEWSKI LUKASZ,2
DLUGOSZ ZOFIA,2
WASIELEWSKI ROMAN,2
KOTOWSKI WLODZIMIERZ,2
POMORSKI ALEKSANDER,2
BRZEZINSKI STANISLAW,2
KOCERBA-SOROKA WIOLETA,2
ORACZ DARIUSZ,2
PRZYDROZNA ALEKSANDRA,2
LESNIEWSKA EWA,4
CHILARSKI ANDRZEJ,2
SWIATKOWSKA-WARKOCKA ZANETA,2
ZGRABCZYNSKA MARIA,2
KOZLINSKI JAROSLAW,2
PSZCZOLA DOROTA,2
MALUS JACEK,2
JASZEK PIOTR,2
SEMRAU PIOTR,2
SILOWIECKI ANDRZEJ,2
SLOWINSKI JANUSZ,2
SKRET IWONA,5
SKWIERCZ ANDRZEJ,2
NAJDA JERZY,2
KULAGA BRONISLAW,2
MARSZALEK KONSTANTY,2
LUKASIAK ZBIGNIEW,2
KIELTYKA EUGENIUSZ,2
KOLASINSKI PIOTR,2
WOJCIK JAKUB,2
PIWOWARSKI MICHAL,2
MENTAL ZDZISLAW,2
DURA ARTUR,2
CWIKILEWICZ PIOTR,4
SMIGIERA EWA,9
NIEWIADOMSKA MAGDALENA,2
DIOWKSZ ANNA,2
MASNY ALEKSANDER,2
JASINSKA MAGDALENA,2
BINCZYK FRANCISZEK,2
TURAJ HUBERT,2
JOZWIK JULITA,2
MALINOWSKI PAWEL,10
DOBOSZ JERZY,2
REDOSZ RADOSLAW,2
PIECZKA PIOTR,2
STRAMECKI TOMASZ,2
CHLEBDA DAMIAN,2
STALEWSKI KRZYSZTOF,2
LUBEK SLAWOMIR,2
TYLEWSKA STANISLAWA,2
BANASIEWICZ TOMASZ,2
TEREZA M,2
LAZUR ZBIGNIEW,2
KALINOWSKA-LIS URSZULA,2
CZAJA HENRYKA,2
CIEBIERA JAN,2
SZUBSKI ANDRZEJ,2
PIECEK WIKTOR,2
SIEPAK JERZY,2
KEDZIERSKI PIOTR,2
BOCAN PAWEL,2
POTERALA MARCIN,2
NATKANIEC BENEDYKT,5
ZMUDA WIESLAW,9
PRZYGODZKI TOMASZ,2
MAKOSZA MECZYSLAW,2
WALISIEWICZ-NIEDBALSKA WIESLAW,2
ZYBERT ANTONI,2
SARWAS GRZEGORZ,2
KOCZOROWSKI ANDRZEJ,2
PILARSKI KRZYSZTOF,2
LAWICKA HANNA,2
KORCZAK KATARZYNA,2
KONDRATOWICZ KRZYSZTOF,2
JABLONSKI KRZYSZTOF,2
SOKOLOWSKI ADAM,2
STRZELECKI MICHAL,2
SKIBA HELMUT,2
PRACZYK TADEUSZ,7
KACZMAREK ELZBIETA,8
PAWLOWSKA ANNA,2
ZABROCK JANUSZ,2
SIEMBAB MICHAL,2
FALACINSKI JAKUB,2
FULDE STEFAN,8
GRACZYK ALFREDA,8
KAPLANEK ANDRZEJ,2
PEPEK PIOTR,2
SZCZOTKA ARTUR,2
KIERSKI ANDRZEJ,2
BOCHENSKA MARIA,2
GUTWINSKI LEOPOLD,2
PALENIK JAROSLAW,2
JERIORSKA REGINA,2
ZAWADZKI MACIEJ,10
SKOCZYLAS STANISLAW,2
PIETR STANISLAW,2
MACHOWSKA ZOFIA,12
CIESLAK JANUSZ,4
GUNDLACH WLADYSLAW,2
KRAKOWKA TOMASZ,2
ZIECINA SLOWOMIR,2
OLEJNEK JOZEF,2
NOWORYTA KRZYSZTOF,2
SADECKA KATARZYNA,2
FULARSKA ANNA,2
KOWALCZYK BARTLOMIEJ,2
MIKA TADEUSZ,2
MALINOWSKI JANUSZ,2
SZAJKOWSKA-KOBUS SYLWIA,2
PIATEK PAWEL,2
SKONIECKI ARTUR,2
KNAP NARCYZ,2
SICINSKI KAZIMIERZ,6
ROJEK HENRYK,2
WITEWSKI JAREMI,2
MIELCZAREK EUGENIUSZ,2
PASZKIEWICZ SANDRA,2
SWITALA RYSZARD,2
SMETEK MARCIN,2
LIPSHTAJN MAREK,2
WOJDA URSZULA,2
DOBOSZ IRENA,2
GRZYBCZYK ANDRZEJ,2
PODWYSOCKI ANDRZEJ,2
STANIK MR,2
DOLINSKI ADAM,2
KRUK-CAPIK DOBROCHNA,2
JAWORSKI TOMASZ,2
PAZDZIERNIAK PRZEMYSLAW,2
WISNIEWSKI ARTUR,2
GABKA MATEUSZ,2
ZODZ KRZYSZTOF,2
HOLODOK ARTUR,2
SIELSKI MARCIN,2
NEJMAN MARIUSZ,2
LUKAWSKA MALGORZATA,2
JUSZCZYK BARTLOMIEJ,2
TERESZCZUK RADOSLAW,2
PIETRZAK BOGDAN,2
JAMICKI MICHAL,2
KUZNIAR WACLAW,2
AMBICKA ALEKSANDRA,2
SZAL ANDRZEJ,14
MATSERZYN SKA,2
KORDECKI ZDZISLAW,2
LAMPLOT ROSTISLAV,2
GOSCIMINSKI ANZELM,2
PIASKOWSKI JERZY,2
CESARZ WLODZIMIERZ,2
KRUSZEWSKA JOANNA,2
GRYZ LESZEK,10
GUNHILD GRANHOLM,2
BUKOWSKI WOJCIECH,2
KRYSZTOF ANDRZEJ,2
JASKIEWICZ ZBIGNIEW,2
KOLPAK JAN,2
ANTOSHEVSKIJ BOGDAN,2
JOZWIAK HENRYK,2
SLIWIOK HENRYK,2
GRZEGORCZYK MONIKA,2
SZOSTAKOWSKI HENRYK,2
MROZEK PIOTR,2
LABENSKI JAKUB,2
PAW OWSKI,2
GORNY ZBIGNIEW,2
STUDZIAN MACIEJ,2
MATYYA STANISLAV,2
AMAROWICZ RYSZARD,2
CZERSKI ZBIGNIEW,2
KROTKI ALEKSANDER,2
SZLAPA MATEUSZ,2
GONTARCZYK JEDRZEJ,2
SAVITSKI LESHEK,2
KRZOSKA-ADAMCZAK ZOFIA,2
KOSCIUCZYK EWELINA,2
MOSKWA KRZYSZTOF,2
WOZNIAK MIECZYSLAW,2
SLAWINSKI GRZEGORZ,2
ADAMCZEWSKI TOMASZ,2
SKOVERSKI KSHISHTOF,2
PLONKA GRZEGORZ,2
KAROLCZAK ZDZISLAW,7
SOKOLOV OLEKSANDR,2
MALESZKA MICHAL,2
DABCZYNSKI ZDZISLAW,2
GOLABIEWSKA ANNA,7
GORA MONIKA,2
BRUZI RENATA,2
PIOTROWSKA AGNIESZKA,5
OWCZAREK R,2
ORMANIN MAREK,2
OLBRZYMEK DOMINIK,2
DZIUBINSKI MARKEK,2
WIECZOREK WLADISLAW,2
STERKOWICZ LUKASZ,2
GRZEGORCZYK MARIUSZ,5
OLECH PIOTR,2
ZIELINSKI MIROSLAW,2
FRYDEL JAROSLAW,2
JAGODZINSKI JERZY,2
DOROS TEODORA,2
KOSZARNY KAMIL,2
KWASNIOK PAWEL,2
ANTOSIEWICZ DANUTA,2
GLOWACZ ANDRZEJ,2
KASPRZAK JAROSLAW,2
DABROWSKA-TUMANSKA ELZBIETA,2
KMIECK MARCIN,2
KIELEC ROMAN,2
LAO MAREK,2
MARKI EWICZ,2
BEHDNAZH RISHARD,2
KOBUS TADEUSZ,2
MIKOLAJCZYK JANUSZ,2
BIELA ARTUR,2
BOROVKA YULIYA,2
ROGOWSKA-TYLMAN JULIA,2
PIROZYNSKI MICHAT,2
PRUSAK KAMIL,2
WIDENKA ZBIGNIEW,2
ROZANSKI MAREK,9
KOLODZIEJ PAWEL,2
DORADZINSKI MAREK,2
PLUTA MIECZYSLAW,2
CZACHOR MARCELI,2
CIESLAK ANDRZEJ,2
ZERANSKI STANISLAW,2
SZKLARSKI KAROL,2
KRZYSZTERSKI ANDRZEJ,2
WILLIMOWSKI CEZARY,2
DOERFFER JERZY,13
WISLOCKI KRZYSZTOF,2
KRAMZA PAWEL,2
MACIEJAK AGATA,2
PILAWSKI KAROL,2
RYBAK LUKASZ,2
MAINKA JOSEF,12
OBER JAN,19
ROGOZ WLODZIMIERZ,2
PRUSZYNSKA-ZAJDA ELZBIETA,2
WOJCIK SLAWOMIR,2
RADWANSKI LECHOSLAW,2
POLAK JAROSLAW,2
KOPEC ARTUR,2
KOCIUBA WALDEMAR,2
DYCZKOWSKI ROBERT,2
MAJEWSKI JERZY,2
PAWLAK IRENA,2
JEDRZEJCZAK DARIUSZ,2
KUBITSKI ANTONIJ,2
OLEJNIK ANNA,2
CZAUDERNA PETER,2
BALCERZYK MARCIN,2
KOWALIK WOJCIECH,2
DAHLIG GEB,2
BEDNAREK ELZBIETA,4
LECIEJEWSKI ZBIGNIEW,2
POLAK MICHAL,2
MICHALSKI JACEK,8
ZMIJEWSKI MICHAL,2
KRZECZYNSKI PIOTR,10
FAFLIK-BROOKS ARTHUR,2
