name,ilosc_patentow
SAWICZ JOZEF,3
KHMELEVSKA DAGMARA,1
CWALINA JANUSZ,1
SZTABERT ZBIGNIEW,1
GRZEGORZEK PIOTR,1
TAN-PHAT HUYNH,1
PIATEK ANITA,1
BLASZCZYK ROMAN,10
RUSINEK DAGMARA,1
LEJAWKA JERZY,4
ZIELINSKI JANUSZ,1
MIKOLAJCZUK ANNA,1
GONIACZ LESZEK,1
SEROKA STANISLAW,2
MICHALEC PIOTR,1
CIERESZKO ANDRZEJ,1
KALINOWSKI RYSZARD,1
WIECKOWSKA JADWIGA,1
SKRZYPCZAK DARIUSZ,1
MATEREK TADEUSZ,1
GRACZYK SEBASTIAN,1
ABUZ PRZEMYS,1
KHZHANOVSKI KAZIMEZH,1
STANISLAV KOKH,1
PERSZ ANDRZEY,1
SEKMAN TOMASZ,1
BARTOSHEVICH PSHEMISLAV,1
JARZAB MICHAL,2
SZCZEPANIK PIOTR,4
BRATOSZEWSKI PIOTR,1
ROGOWSKI ZBIGNIEW,10
BUNIOWSKI ARTUR,1
WOJTASZCZYK MAREK,3
RACZKO JERZY,1
BEKER NATALIA,1
KURP JAN,1
PANKOWSKI ROBERT,1
LABUDZINSKI ALEKSANDER,2
JANICKI KAZIMIERZ,1
MADANECKA ANNA,1
WYTWER TADEUSZ,4
SULISZ KACPER,1
CMIELOWSKI LUKASZ,11
KORBUTT ELZBIETA,1
EKHENRIK STRUSTSIK,1
BARCIKOWSKI JANUSZ,1
RAKOWSKI MIROSLAW,1
KOPACZ ANDRZEJ,1
BORYS STANISLAW,1
SZELA MICHAL,1
WYSOCKA ANNA,1
J WOJCIECH,1
FRAS EDWARD,1
PSIUCH BARTOSZ,1
KOLSUT JOANNA,1
IWANCZYK BARTLOMIEJ,4
DUFRENE KRZYSZTOF,1
KRAMARZ WOJCIECH,1
BOBER ARKADIUSZ,1
CHOINSKI MARCIN,1
GORTAT GEB,1
MARKOWSKI JAROSLAW,1
SZATRAWSKI JAROSLAW,1
SAJKIEWICZ JAN,1
STOZYNSKI JERZY,1
TECKATZ B,1
CWIERTNIA MAGDALENA,1
DIETRYCH JANUSZ,1
SZYMANI JERZY,1
KALAWSKI KRZYSZTOF,1
ISKIERSKI MARIUSZ,1
KAZMIERSKI TADEUSZ,1
CICHOSZ MARCIN,1
DURLIK MAREK,1
CISZEWSKI TADEUSZ,2
CEMPIEL KAROL,1
BUDNY PAWEL,1
SARNECKI MIECZYSLAW,1
AWLASEWICZ TOMASZ,1
AGUTKO KRZYSZTOF,1
HULIMKA JACEK,1
ATAL CHAND,1
STEPNIEWSKI GRZEGORZ,1
PTASZNIK DARIUSZ,1
GASZCZYNSKI TADEUSZ,1
ZARNIK MARCIEJ,2
BIELAS SLAWOMIR,1
GRONOSTAJSKI ZBIGNIEW,1
MAKOTA MALGORZATA,1
ZAWADSKI KRZYSZTOF,1
BRZESKI RYSZARD,1
LICHOLAI LECH,2
JONKISZ WLADYSLAW,1
KOTLINSKA EWA,1
FLECK JERZY,1
WYSZKOWSKI JERZY,1
SURMACZ-CHWEDORUK WERONIKA,1
DARGACZ PIOTR,1
LIS SEBASTIAN,4
WARZYNSKA URSZULA,1
WOZNIAK RYSZARD,1
KUBICKI STANISLAW,1
JURCZAK MACIEJ,1
BANASIAK ROBERT,1
STEPANIAK MAGDALENA,1
ZIPZER JOZEF,1
FORMANSKI MARCIN,3
NOWACZYK KRZYSZTOF,1
FUJAREWICZ KRZYSZTOF,1
WOJCIK-PASTUSZKA DOROTA,1
ZIENKIEWICZ MONICA,1
WOZNIAK ALEKSANDRA,2
WANCZYK KRZYSZTOF,1
BALICKI STEFAN,1
KONOPA KAZIMIERZ,6
PARSZCZYNSKI JAN,1
KRZYMUSKI JERZY,1
HAMANKIEWICZ BARTOSZ,1
WIERZBOWSKI MIROSLAW,1
WOJCIKIEWICZ HENRYK,1
SKWARSKI TADEUSZ,1
GOLABEK PIOTR,1
GASPEROWICZ MARCIN,1
NOWAKOWSKA-SIWINSKA ANNA,2
SZATKOWSKIKI JAKUB,1
SKALSKI ANDZHEJ,1
VEL GOS,1
WOJCZAL ARTUR,1
ALDONA ZALEWSKA,1
ROZNIATOWSKI KRZYSZTOF,1
POTULSKI JERZY,1
GUSPIEL ADAM,2
KWICZALA ANDRZEJ,1
PAWLOWSKI SYLWESTER,1
HOFMAN LESLAW,1
PAROWOZOW WARSZAWSKA,1
KOTLEWSKI WITOLD,3
MACIEJEWSKI JAN,2
CHOCIEJ MACIEJ,1
WOJDASICWICZ WALDEMAR,1
GRZESIAK PAWAL,1
KRZYSTANEK MAREK,1
KWASNIEWSKI JERZY,11
BODYNEK PAWET,1
LUSZCZYNSKI MIKOLAJ,1
MARONA KHENRIK,1
WOJNAROWSKI JOZEF,1
KLEGER-RUDOMIN RAFAL,1
KUPIDURA PRZEMYSLAW,1
JEZIORSKI LEOPOLD,1
SAMBORSKI RAFAL,1
GIRYN ANDRZEJ,3
KURTYCZ PATRYCJA,1
VARKHOLINSKI MAREK,1
BEBENEK EWA,1
ORACH TOMASH,1
KUBIK KAZIMIERZ,1
MISKOWIEC JACEK,1
CHRAPKIEWICZ RADOSLAW,1
GERON STEFAN,1
JANKIEWICZ JANUSZ,6
KURMANOW MATEUSZ,1
PAKSYS WALDEMAR,1
PODGURNIAK PAWED,1
OCZKO-WOJCIECHOWSKA MALGORZATA,2
SMOLIK ADAM,1
KOZLOVSKI KAZIMEZH,1
SKIBINSKI TOMASZ,1
WASYLECZKO ZENON,11
BUDZYNSKI JERZY,1
MILEWSKI MIECZYSLAW,2
CHORAZEWSKA MARZENA,1
DURDA KATARZYNA,1
BEDNARSKI EUGENIUSZ,1
IZDEBSKI JAN,12
LJUTS JAN,1
WYROZUMSKA PAULINA,1
SZARO MICHAL,1
SKOWICKI MICHAL,2
WLODARSKI K,1
GRYGIERZEC BOGDAN,1
DUCKA AGNIESZKA,1
KRAKOWIAK PAWEL,1
ROZEWICKI RYSZARD,1
DZIEZA ZBIGNIEW,1
SZRAMKE KAZIMIERZ,1
PODYMA MAREK,1
KOWALCZYK MICHA,1
TOKARSKI CZESLAW,3
PZYBYLSKA KRYSTYNA,1
MAJDAK MALGORZATA,1
DADLEZ MICHAL,2
MARASZEWAKI WITOLD,1
WOJCIECHOWSKA GEB,1
EDVARD GZHIVA,1
SZEWCZYK BOGUS,1
WYDRO PIOTR,1
CHRUSCINSKI KRYSZTOF,1
BLAKALA WERONIKA,1
DZIOPA JOZEF,1
ROGUT STANISLAW,10
TSYBULSKI ANDZHEJ,1
OSTROWSKA IZABELA,1
BAKHORZH LUKASH,1
GUCMA LUCJAN,1
MICHALSKI JANUSZ,1
ODOZYNSKI RYSZARD,1
CHRYCZYNSKI BOGDAN,1
TRZEPLA ZBIGNIEW,1
URBANSKI JAROSLAW,1
GAEVSKI KSHISHTOF,1
WALCZAK MARIAN,1
PAJACZEK TOMASZ,1
KULINOWSKI PIOTR,1
SIODMOK LUKASZ,1
ZIENTEK MAREK,1
PALKO TADEUSZ,5
KOTAS BLAZEJ,1
SMIALOWICZ ANDRZEJ,1
ZUKOWSKA M,1
LAKOVSKIJ ANDZHEJ,1
RYGIEL STANISIAW,1
JABLONSKI STEFAN,1
PATEK PIOTR,1
SOKHA MECHISLAV,1
HALOTA WOJCIECH,6
ZABIEROWSKI PIOTR,1
URBANSKI PAWEL,1
PAWLOWSKA AGNIESZKA,1
JANUSZKIEWICZ KAROLINA,1
MAKAROWA IRINA,1
BRYM BOHDAN,1
KOSILO TOMASZ,1
MOLSKIJ SHIMON,1
JANCZEWSKI SLAWOMIR,5
KRUKOWSKI MAREK,1
ZUKOWSKI WIKTOR,1
STEFANSKI JACEK,1
DABROWSKA EMILIA,1
KAZIMIR MILCHARSKIJ,1
GIL MALGORZATA,3
BURDZIK RAFAL,1
GRYNKIEWICZ GREGORZ,1
FLIS LUKASZ,2
BOROWICKA GEB,1
MAZUR APOLONIA,1
KUPCZYK WALDEMAR,1
BOJCZUK WACLAW,1
STRZELCZYK MIECZYSLAW,6
DZIEKONSKI CEZARY,1
SANETRA JERZY,2
KOZLOWSKI RAFAL,1
MIKE ZBIGNIEW,1
DUDNIK PIOTR,1
LUKSIS SLAWEK,1
WOLOSZ ZBIGNIEW,1
KOWALCZYK JACEK,1
LASYK LUKASZ,3
KLIMAS VOJTSEKH,1
DOMANSKI ANDRZEJ,3
STROZYK PAWEL,1
BARGIEL JACEK,1
TOMECZEK JERZY,6
CHOJNACKA -JANKOWIAK,1
PLESKOT ANDREZEJ,1
ULIAZS ZDZISLAW,1
LAPCZYNSKI RADOSLAW,1
ZMYSLOWSKI RAFAL,1
ANTCZAK MICHAL,1
KOBYLINSKI LECH,1
ANTCZAK WOJCIECH,1
WOJCIECHOWSKA-MALKE EDYTA,1
JUREK RYSZARD,1
MATSEJ DOBZHINSKI,1
GITNER TOMASZ,1
BURSZTEIN MACIEJ,1
GAJEWSKI MICHAL,9
LOCHANSKI RAFAL,1
GAGALA URSZULA,1
LADA ZIGMUNT,1
FRANUS WOJCIECH,1
KIELCZYKOWSKI PRZEMYSLAW,6
ANTOSIK JAROS,1
PADUC JAN,1
GLOWINSKA AGNIESZKA,1
PTACZEK DARIUSZ,1
MYSZKOROWSKI JAN,1
MUSIAL MICHA,1
SLEZAK MARIAN,1
FORNALSKI PAWEL,1
VON ZORAWSKI,1
DORNA HANNA,1
HUKALA LESZEK,1
PNIEWSKI ROMAN,1
SITEK KRZYSZTOF,1
IZYDORCZYK MALGORZATA,1
DYLAG STANISLAW,1
KAWALEC ADAM,1
FORTUNA WOJCIECH,1
GLADOS STANISLAW,1
LINDER ZBIGNIEW,1
KOZLOVSKI VESLAV,1
MAZUR MICHAL,1
WYPCHALOWSKI KRZYSZTOF,1
DABROWSKA ELZBIETA,1
SIKORA WLODZIMIERZ,4
PIWOWARSKI STANISLAW,1
GRZYWA RENATA,1
DYBKO HENRYK,1
LESNIAK CHRYZANT,1
HIGERSBERGER EWA,1
SMUDA HAINRIHI,1
OCZOS KAZIMIERZ,1
BARON BRONISLAW,1
KHALINA BLENTSKA,1
WALDEMAR DWORAKOWSKI,1
TSVIK JATSEK,1
LESZCZYNSKA LUCYNA,4
DABROWSKI MICHAL,1
SNIEZYNSKI RAFAL,1
GAPINSKI TOMASZ,1
KAMINSKI MACIEK,1
KORYGA STANISIAW,1
BOTOROWICZ-BOGUCKA MONIKA,1
VOJTOVICH JANUSH,1
HUPPERT ROY,1
KLINGER MARIAN,1
STOLARSKI KRZYSTOF,1
BYCZYNSKI LUKASZ,2
NITEK STANISLAW,1
SIWIK MARIAN,1
FILUTOVSKIJ VAL,1
PALA KATARZYNA,1
PIETRZAK JACEK,1
MARCHLIK ZUGMUNT,1
GEB ALICJA,1
POLCHLOPEK WOJCIECH,1
ZALESKI BOHDAN,1
KOPCZNSKI BARTOSZ,1
LESZEK PAWEL,1
SASAK ANTONI,1
PENZCEK ADAM,1
GAJDA R,1
URBA SKA,2
JANKOWSKI MICHAL,1
MYSLOWSKI ANDRZEJ,1
LISTKIEWICZ MAREK,1
ZHUKOVSKI RISHARD,1
ZAWADKA DANUTA,1
GIERSZAL MARCIN,2
DZIUBINSKI JANUSZ,1
PRUSECKI BENEDYKT,1
RUTKOWSKI PIOTR,5
BELINO-STUDZINSKA PAULINA,1
KICKO-WALCZAK E,1
STROZEK WOJCIECH,2
KLYS PIOTR,4
KOPCZYNSKI WLADYSALW,1
SZESZO DOBIESLAW,1
WALCZAK RADOSLAW,3
CACH KAZIMIERZ,1
FIUK TOMASZ,1
MAKSYMIUK KRZYSZTOF,1
HELBIN WERONIKA,1
PEDZICH ZBIGNIEW,3
PIETRUSEWICZ EWA,1
SZEWCZYK BOLESL,1
STADNIK JACEK,1
MILKOWSKI ANDRZEJ,1
LACZNY JACEK,1
GROSSET RISHARD,1
PUDO MIKOLAJ,2
WYSLOUCH ZENON,4
PRYWER JERZY,1
KOZLOWSKI W,1
KALICINSKI MIROSLAW,1
KUBACKI KAZIMIERZ,1
SZUBA JAN,1
BYLEC ELZBIETA,8
GWAREK WOJCIECH,6
SCHMIDT JERZY,1
GRZEBYK MICHAL,1
CICHY JOANNA,1
SLAWEK ANNA,1
POSMYK MAURYCY,2
WALEWSKA K,1
WESOLOWSKI GRZEGORZ,1
PACZKOWSKI MARIAN,1
HYK WOJCIECH,1
KARWOWSKA EWA,1
KURZYNSKA-KOKORNIAK ANNA,7
GORKA JACEK,3
KRASOWSKI MACIEJ,1
SLISEWSKI TOMASZ,1
GOLONKA IWONA,1
OLCZYK JOANNA,3
BOBROVSKI IRENEUSH,1
MORAWSKI MAREK,1
KULESZA RENATA,1
FRIEDRICH PAWEL,9
AFTARCZUK MIECZYSLAW,1
ZANIUK JAN,1
MARHULA JOANNA,1
WEISS MARIAN,1
SMIETANA ZBIGNIEW,4
AGRAWAL SIDDARTH,1
FISCHER HENIG,1
SMOLEN SABINA,1
KRZYSIAK ANDRZEJ,1
WOLSKA GEB,1
LESZCZYNSKI JACEK,2
KZHYZHEK ANDZHEJ,1
TRZASKOMA MALGORZATA,3
BANASZKIEWICZ DARIUSZ,1
KOMOROVSKA IGA,1
LISOWSKI JOZEF,10
ALBRYCHIEWICZ KRZYSZTOF,1
GALUSZEWSKI NORBERT,1
OBOJSKI EZHI,1
KURZAWSKI PAWEL,1
JANOWSKA BOGUSLAVA,1
KSHISHTOV MERNIK,1
PASIERB SLAWOMIR,4
TERNOVOY GARRI,1
PJASETSKI VOJTSEKH,1
RYKALA LUKASZ,1
GRZYBEK GABRIELA,1
SAWINSKA GEB,1
ZDZISLAV SHIPKA,1
RUKASZ MICHAL,1
JOSEPH KONTSCHKOWSKI,1
KIJENSKI JACEK,11
CZKUJ SLAWOMIR,1
LOZIUK LUKASZ,1
CZORNIJ MARCIN,1
CZERNY MARIAN,1
KRLLOWICZ WLADYSLAW,1
SLUPSKI JAN,1
MIKSA KSHISHTOF,1
KOZLOWSKA GEB,1
TARGOSINSKI TOMASZ,7
STAROSZCZYK TOMASZ,1
MARIAS VITALIS,1
KOLINSKI ANDREZEJ,1
SKRZECZKOWSKI JACEK,1
MATSIEVSKIJ MAREK,1
GIERMASINSKI JAKUB,1
ROZANSKI JAKUB,8
ORZECHOWSKI ZYGMUNT,1
ZURAD MIROSLAW,1
WLODARCZYK PRZEMYSLAW,3
KOSCIELECKI BOGUSLAW,6
WAWEJKO PIOTR,1
PSTRAS ZBIGNIEW,1
DEREK PRZEMYSLAW,2
POLANOWSKI ANTONO,1
PACULT MARCIN,1
BAK STANISIAW,1
EKIERT MARCIN,1
DOBROVOLSKI IPPOLIT,1
MAK PAWEL,1
RUMIN JAN,1
MULINSKI SEBASITIAN,1
KROKIEWICZ MAREK,1
FRACKOWIAK RENATA,2
KANIA SEBASTIAN,1
BZHANA YATSEK,1
CHMIELECKI TOMASZ,6
STOZEK KAROL,1
TREJCHMAN-MALECKA BOZENA,1
SOBKOWSKI MICHA,1
MISIARZ STANISLAW,1
JANOSKA-MISZCZYK JOANNA,1
KOSOWSKI ARTUR,1
OKOS DANIEL,1
JAKOBCZAK SYLWESTER,2
LISEK MACIEJ,1
BODZIOCH MAREK,3
TABAKOW PAWEL,1
PIETRZYK-LE AGNIESZKA,1
MUSZYNSKI ZBIGNIEW,1
BANAS MAGDALENA,1
WIERZCHUCKA KATARZYNA,1
KAMINSKI MARIAN,6
ROSENBLUM GUSTAV,1
DLUZNIEWSKI TOMASZ,2
VYACHESLAV KRANTOVSKIY,1
SZWAJA STANISLAW,2
TOMSIA ZBIGNIEW,4
GABRYS STANISLAW,1
BOCKOWSKI MICHAL,16
PELSZYK LESZEK,5
OMIELCZENKO MIROSLAW,1
CELEJ LUKASZ,2
KASPRZYK-NIEDZICKA MARTA,1
MAZURKIEWIC MARIAN,1
WERSZKO MIROSIAW,1
MIKRUT GRAZYNA,1
CZARNOWSKA ELZBIETA,1
CHOLEWA JACEK,1
BIAEEWICZ ANDRZEJ,1
KATZMIZ M,1
KLEMAN PATRYK,3
MAZUR FRANCISZEK,1
SWIERCZ MICHAL,1
WAWER ZBIGNIEW,1
WYDMANSKI ZENON,1
ANIGACZ WOJCIECH,3
PACACKI ADAM,1
PIOTRZKOWSKI RYSZARD,1
SIEDLECKA PELAGIA,1
SITAR TOMASZ,1
KASKOSZ MICHAL,1
SAMEK ANDRZEJ,1
GREBOWICZ JANUSZ,1
PIECHOWSKI LESZEK,1
MIROSLAV YUZVYAK,1
ZAKRZEWSKI JAN,4
SUBOTIC ZIVKO,1
KAMYK ZBIGNIEW,1
GWOZDZ JANUSZ,1
ZIELONKA MARIA,1
FORMANEK BOLESLAW,1
MIS BERNARD,1
NADOLNY ARTUR,1
BEDNARSKI DANIEL,1
REICH KAROL,2
BATOR MIKOLAJ,1
ZAKLAD PIOTR,1
BANY NATALIA,1
GORECKI KRZYSZTOF,1
MAMET ANDRZEJ,1
MIARA DAMIAN,1
SKUBISZ JAN,1
FURMAN BARTLOMIEJ,7
KOZIOL ARTHUR,1
HEJDUK KRZYSZTOF,1
BEKIESZ TOMASZ,1
RADZIKOWSKI CZESDAW,1
FIJALKOWSKI BOGDAN,1
LIBAN JANUSZ,1
CZERWINSKI ZYGMUNT,2
KUSZNIEREWICZ BARBARA,1
ORMANIEC WLADYSLAW,1
BONTEMPS GRACZ,1
PRZYBYLSKIE ZBIGNIEW,1
PENKOWSKI MICHAL,1
CHODACKI ROMAN,1
KRZYSZTOFORSKI ANDRZEJ,9
LUBA KOPELOVICZ,1
MALINOWSKI JOZEF,1
LUBINSKI TOMASZ,1
FOGTT ANDRZEJ,1
KRUCZYNSKI STANISLAW,1
MIRECKI JACEK,1
LOWER MICHAL,4
FEDER-KUBIS JOANNA,1
LEVERA ADAM,1
ZAGORSKA AGNIESZKA,1
CZYZ MICHAL,10
MATEJCZUK JOZEF,1
MUSIELAK KRZYSZTOF,1
WROCHNA STANISLAW,1
KONDRACKI BOGDAN,1
JASIK AGATA,1
NADOLSKI TADEUSZ,1
PAWELAK MARCIN,1
SJARA RISHARD,1
SOKOLOWSKI JACEK,1
TOMZA PAWEL,3
HALECKI DARIUSZ,1
PUTRYCZ BARTOSZ,1
EKIEL EMILIA,1
LECHOSLAW GLADEK,1
KUCZEK BARBARA,1
KOPCZYNSKA PATRYCJA,1
GRALEWSKI-SEK GRZEGRORZ,1
FOJUTOWSKI ANDRZEJ,1
ZAK JERZY,1
GROBELNY WLODZIMIERZ,2
NAPIERALA JAROSLAW,1
BIELECKI ZDZISLAW,1
OPASEWICZ WITOLD,1
KARP SYLWESTER,1
KOPER MACIEJ,1
POCHWAL KRZYSZTOF,1
NOWAK EUZEBIUSZ,1
KUBACZKA EMILIA,1
NIEWCZAS BOGDAN,6
STANKIEWICZ GRZEGORZ,1
LANCZAK TADEUSZ,3
BIALIK JERZY,1
PLOCICA MARTA,1
SYBILSKI DARIUSZ,3
JABLONSKI JANUSZ,1
PAMULA KRZYSZTOF,1
URZEDOWSKI PAWEL,1
LOJAS JOZEF,1
STOJANOWSKI WIKTOR,1
MACHOWIEC ROBERT,1
RAFINSKI JAN,1
LAZAREK DANIEL,1
SLOSARCZYK ANNA,6
WALEMAR K,1
CHMILEWSKI ROBERT,1
SZCZEPANIAK MARCIN,1
CZEKALSKI PAWEL,3
POCWIARDOWSKI PAWET,1
DMOCHOWSKA ALEKSANDRA,1
SZAWLOWSKI ZDZISLAW,1
DEBEK CEZARY,1
PAWLOWSKI JOZEF,2
NOWAKOWSKI PATRYK,1
KZERWIEC WOJCIECH,1
KORZENIOWSKI SZCSEPAN,1
REKAWEK DOMINIK,1
SAWLEWICZ PAWEL,5
MAMROZ MALGO,1
MIELEC KAZIMIERZ,1
ZIEMKOWSKA WANDA,1
BIELANSKI ADAM,1
BAL MAREK,1
PRZETAKIEWICZ WOJCIECH,1
GALECKA KATARZYNA,1
MIASKIEWICZ-PESKA EWA,1
POLCHLOPEK WOJECIECH,1
KHURSKIJ KSHISHTOF,1
NIKLEWICZ DARIUSZ,1
ZATAJSKA ALEKSANDRA,1
LELEK PIOTR,1
SOJKA HENRYK,1
BIELECKI ANDRZEJ,4
GWARDYS PAWED,1
SUSEK WALDEMAR,1
NEKRASHEVICH BARBARA,1
PIESZKA MAREK,1
MOLINSKI GRZEGORZ,1
BARTOSIK DARIUSZ,1
MIKIELEWICZ MAREK,1
LAGNER MAREK,1
SNARRSKI BIDDER,1
WNUK ADAM,1
AWSIUK KAMIL,1
GAWLOWSKI MACIEJ,1
NIEWIADOMSKA EWA,1
MULARZUK ZBIGNIEW,1
JANKOVJAK MARTSIN,1
SIKORA ELZBIETA,1
TRZCI SKI,1
JULISZEWSKI TADEUSZ,1
PRZESMYCKI PRZEMYSTAW,1
UNINSKI MACIEJ,1
WASIAK MICHAL,3
PANETH PIOTR,1
STETS VOJTSEKH,1
DUTKEVICH ZBIGNEV,1
BERG JULIAN,1
DOLINSKA BARBARA,5
LEBIOCKA MAGDALENA,1
JAWORSKI ANDRZEJ,5
ZWOLI SKA-OBARSKA,1
FLORKIEWICZ MACIEJ,1
ROZANOWSKI BOLESLAW,1
WYCHOTA ALEKSANDER,1
WACLAWIK EDWARD,1
MENTAL ZDZIS,1
PLOCIENNIK GEB,1
ZAJAKALA MR,1
SKORA MIROSLAWA,1
CHODYNSKI MICHA,3
LUNIEWSKI WOJCIECH,7
PENAR RYSZARD,1
PODAWCA ROMUALD,1
STAROSOLSKI,1
GREEN ANDRZEJ,1
KACZOROWSKI ALBERT,1
KANIA JOZEF,5
PIASTOW WOCHNA,1
WAWROCKI KRZYSTOF,1
KERN-ZDANOWICZ IZABELA,1
ZAWADZKI M,1
STUDENT ZYGMUNT,1
KOLEBSKI WITOLD,1
POBUDKIEWICZ BARTLOMIEJ,1
VOJTSEKH POPLAVSKI,1
FALAT JERZY,1
JAROSZ JERZY,1
LISOWSKI DARIUSZ,1
KUBA MIROSLAW,1
RADOLA RAFAL,1
VITOLD ZELINSKI,1
MATULEWSKI JACEK,1
SEKTA HENRYK,1
MONIUK,1
DUBOWSKA INGLOT,3
DOMBEK HENRYK,1
DZIECIOLOWSKI KAZIMIERZ,1
POLKOWSKI KAROL,1
JUCHA SEFAN,1
HEJNA ALEKSANDER,1
ZAGALAK RAFAL,1
TARYMA JOANNA,1
MARCZAK AGNIESZKA,1
ZAJACZEK S,1
KEPA MICHAL,1
HODBOD ANDRZEJ,1
TARAS MIROSLAW,1
PILARCZYK-ZUREK MAGDALENA,2
WYRZYKOWSKA-STANKIEWICZ DANATA,1
SIWIEC SLAWOMIR,1
MARCUS SACHS,1
DRYGAS JERSY,1
DZIEZA KRZYSZTO,1
KRUG BOGDAN,1
LASKUS KORNEL,1
SKIBINSKI PIOTR,5
OBLOJ JOZEF,8
SZYMANOWSKI JAN,1
CHROSTOWSKI MIECZYSLAW,1
KONCEWICZ PIOTR,1
STRUS WOJCIECH,9
BUCZKOWSKI PIOTR,1
CHLEWICKI WOJCIECH,3
MARQUARDT TADEUSZ,3
KOLTUK HAYRI,3
STRYKIER KRZYSZTOF,1
CHILMONCZYK ZDZISLAW,1
STRZELEWICZ PATRYK,8
FRANZ MICHAL,1
OSUCHOWSKI MARCIN,1
SMIESZEK AGNIESZKA,2
WYRZYKOWSKI ANDRZEJ,1
WOLOSZ JACEK,2
ORZESZEK MARIUSZ,1
KOPTSYUKH AGNESHKA,1
JAKUBOWICZ JERZY,1
TKACZYK MARIUSZ,1
GWOZDZ ADAM,1
ZIOLKO MICHAL,1
TERLIKIEWICZ JAN,1
VINJAZH GZHEGOZH,1
ZDZISLAV MAER,1
BERNAT DIPL-MIKROBIOLOGE,1
CIUPIK LECHOS,1
WESELUCHA-BIRCZYNSKA DLUGA,1
JENDRZEJ JOZEF,1
POPIO KIEWICZ,1
SMOLARSKI ANDRZEJ,3
BAUER WALTER,1
MURSKI JERZY,1
KOBUS IZABELA,1
ZYMANSKI JAN,1
GRONDZKI MIKHAL,1
TYTKO ANDRZEJ,6
ZAKIEWICZ B,1
OCHALSKI TOMASZ,1
HALBEDEL PAWE,1
WASILEWSKI PIOTR,2
KLAMKA MONIKA,1
DOLECKI JAN,3
DABCZYNSKI ZDZISFAW,1
RUSINOWSKI MICHAT,1
KRYSZTOFIAK PIOTR,1
KLOSKA JACEK,1
BRZOSTOWSKA MALGORZATA,1
ORZECHOWSKI TOMASZ,1
JUREWICZ KRYSZTOF,1
WYSZYNSKI DARIUSZ,1
PUZYREWSKI ROMUALD,12
JANUSZKIEWICZ EDWARD,2
PROKOPIUK MARCIN,1
LAWRENCZYK JAROSLAW,5
LASKOWSKA-KASZUB KATARZYNA,1
CHECHLOWSKI ADRIAN,1
CZAJKA ELZBIETA,1
WITKOWSKI M,1
L PRZEMYSLAW,1
DANIEL PAWEL,1
JANUSH KOZUBAL,1
SMORON KAMIL,1
SOLIWODA TOMASZ,1
DOLNICKI WOJCIEH,1
TYBOROWSKA JOLANTA,1
MALINOWKSI LUKASZ,1
ODOWAZ-SYPNIEWSKI MICHAL,1
JASZCZUK WITOLD,1
MACIEJCZYK STANISIAW,1
MOSIO-MOSIEWSKI MAREK,1
SUDER STANISLAW,1
ORLINSKI KRZYSZTOF,1
LUCAS RICHARD,1
BIALOGLOWSKI MICHAL,1
SIKORSKI PAWEL,3
MLOST EDWARD,1
DZWONKOWSKI JANUSZ,1
KAZMIERCZAK RYSZYRD,1
BIENKOWSKA-SZEWCZYK KRYSTYNA,1
AMBROZIAK SLAWOMIR,1
GRUCHACZ SEBASTIAN,1
KRAWCZYKOWSKI TOMASZ,1
OLCZYK LUDWIK,1
IVANITSKIJ VIKTOR,1
TRZCI SKA,1
KALETA LUKASZ,2
JUCHNIEWICZ KRZYSZTOF,1
RAC OLGA,1
KONIK ZOFIA,1
HRYNKIEWICZ JAROSLAW,5
CHRZESZCZYK MARIAN,1
ROZINSKI GZHEGOZH,1
ZYLICZ-STACHULA AGNIESZKA,3
STEGLINSKI MARIUSZ,1
SZREDZKI JERZY,1
GORSKI WOJCIECH,1
BOGACZ WIESLAW,2
KAZIMIEROWICZ WIKTOR,1
WOJTASZ-PAJAK ANNA,1
OBLASKI ANDRZEJ,1
STANKIEWICZ JAROSLAW,2
MIKIELEWICZ DARIUSZ,1
ZAWADZKA MONIKE,1
PIOR JANUSZ,1
TARASINSKI HENRYK,1
MOTLOCH JERZY,1
KARBOWY BARLLOMIEJ,1
GURZYNSKA GEB,1
KWIATKOWSKI MARCIN,1
WILK EDWARD,1
PRZYTARSKI ROMAN,1
VLADIMIR NESTEROV,1
BRZOZOWSKI WIELAW,1
NOWACKA-KRUKOWSKA HANNA,1
ZELECHOWSKI KRZYSZTOF,1
URBANSKI JAN,1
KWIATEK JERZY,1
SULIMA MARIUSZ,1
JAROSZEWICZ LESZEK,5
LISIECKI S,1
OSMANSKI WITOLD,1
KRYSTKOWIAK MICHAL,1
SKOTAK CEZARY,1
KROL MAREK,4
BUCZEK BONIFACY,1
KOSZAREWSKI ZBIGNIEW,1
DRACZIOWA OLGA,1
SALAMON DOMININKA,1
STALA ROBET,1
GNIAZDOWSKI ROBERT,3
POKORSKA Z,1
STACHURA WLODZIMIERZ,1
LLY J,1
JANKAU JERZY,1
BEBENEK ADAM,1
NASIELSKI IGOR,1
WIKLO MARCIN,1
OSTROWSKI JANUSZ,1
ORLOWICZ ANTONI,1
REGINA NIEDZWIEDZ,1
JESCHKE MARIUS,1
JAWORSKA-SOBCZAK AGNIESZKA,1
CIESLA SEBASTIAN,1
MELOKH DAM,1
GWARDYS ANTONI,1
LADA WIESLAWA,4
SMOLANA MICHAL,1
TURSKI MICHAL,1
HRUSZKA HENRYK,1
KUC KONRAD,1
FRACZKOWSKI MAREK,1
